carrera,carrera_grupo,Carrera_normalizada
Organizador de Torneos y Competencias,Sociales,Gestion Deportes
Productor de Espectaculos,Sociales,Administracion y Gestion Cultural
Productor de Television,Sociales,Administracion y Gestion Cultural
Tecnicatura en Administración y Gestión de Instituciones Universitarias,Sociales,Gestion Educativa
Tecnicatura en Gestión del Arte y la Cultura,Sociales,Administracion y Gestion Cultural
Tecnicatura en Gestión y Administración de la Cultura - MD,Sociales,Administracion y Gestion Cultural
Tecnicatura en Gestión y Desarrollo Cultural,Sociales,Administracion y Gestion Cultural
Tecnicatura Superíor en Administración y Gestión de Instituciones Universitarias,Sociales,Gestion Educativa
Tecnicatura Superíor en Gestión Universitaria,Sociales,Gestion Educativa
Tecnicatura Universitaria en Gestión Cultural,Sociales,Administracion y Gestion Cultural
Tecnicatura Universitaria en Gestión Cultural - MD,Sociales,Administracion y Gestion Cultural
Tecnicatura Universitaria en Gestión Cultural y Emprendimientos Culturales,Sociales,Administracion y Gestion Cultural
Licenciatura en Gestión de Seguros,Economicas,Gestion de Seguros
Tecnicatura en Produccion de Seguros,Economicas,Gestion de Seguros
Tecnicatura Universitaria en Seguros,Economicas,Gestion de Seguros
Agrimensor,Ingenieria,Agrimensura
Bachiller Universitaria en Ciencias de la Ingeniería -título intermedio de la carrera de Agrimensura (Plan1985)-,Ingenieria,Agrimensura
Bachiller Universitaria en Ciencias de la Ingeniería -título intermedio de la carrera de Ingeniería Agrimensura-,Ingenieria,Agrimensura
Doctor en Agrimensura,Ingenieria,Agrimensura
Ingeniería en Agrimensura Orientación Geografica,Ingenieria,Agrimensura
"Magister de la Universidad de Buenos Aires, area Agronegocios",Ingenieria,Agrimensura
Magister en Catastro Territorial,Ingenieria,Agrimensura
Licenciatura en Lengua y Literatura Alemanas,Sociales,Traduccion e Idiomas
Traductor Publico en Idioma Aleman,Sociales,Traduccion e Idiomas
Traductor Publico Nacional de Aleman,Sociales,Traduccion e Idiomas
"Especialista en Anestesia, Analgesia y Reanimacion",Salud,Anestesiologia
Especialista en Anestesiologia,Salud,Anestesiologia
Tecnicatura Universitaria en Anestesia,Salud,Anestesiologia y Culturas
Auxiliar Tecnicatura en Antropología,Sociales,Anestesiologia y Culturas
Bachiller Universitaria -título intermedio de la carrera de Licenciatura en Antropología-,Sociales,Anestesiologia y Culturas
Bachiller Universitaria -título intermedio de la carrera de Profesor en Antropología-,Sociales,Anestesiologia y Culturas
Ciclo Ciencias Antropologicas,Sociales,Anestesiologia y Culturas
Diplomado Superíor en Antropología Social y Politica (título Propio) - MD,Sociales,Anestesiologia y Culturas
"Doctor de la Universidad de Buenos Aires, area Antropología",Sociales,Anestesiologia y Culturas
"Doctor de la Universidad de Buenos Aires, area BioAntropología",Sociales,Anestesiologia y Culturas
"Doctor de la Universidad de Buenos Aires, area Ciencias Antropologicas",Sociales,Anestesiologia y Culturas
Doctor en Antropología Social,Sociales,Anestesiologia y Culturas
Doctor en Ciencias Antropologicas,Sociales,Anestesiologia y Culturas
Doctor en Humanidades y Artes - Mencion Antropología,Sociales,Anestesiologia y Culturas
Especialista en Antropología Social,Sociales,Anestesiologia y Culturas
Especialista en Cultura Guarani - Jesuitica,Sociales,Anestesiologia y Culturas
Especialista en Cultura y Literatura del NOA - Siglo XX,Sociales,Anestesiologia y Culturas
Especialista en Estudios Culturales,Sociales,Anestesiologia y Culturas
"Especialista en Estudios Interculturales, de Generos y Sexualidades",Sociales,Anestesiologia y Culturas
Licenciatura en Antropología,Sociales,Anestesiologia y Culturas
Licenciatura en Antropología Orientación Arqueologia,Sociales,Anestesiologia y Culturas
Licenciatura en Antropología Social,Sociales,Anestesiologia y Culturas
Licenciatura en Antropología Social y Cultural,Sociales,Anestesiologia y Culturas
Licenciatura en Ciencias Antropologicas,Sociales,Anestesiologia y Culturas
Licenciatura en Ciencias Antropologicas (Orientación Arqueologica),Sociales,Anestesiologia y Culturas
Licenciatura en Ciencias Antropologicas (Orientación Sociocultural),Sociales,Anestesiologia y Culturas
Licenciatura en Ciencias Antropologicas con Orientación Sociocultural,Sociales,Anestesiologia y Culturas
Licenciatura en Cultura y Lenguajes Artisticos,Sociales,Anestesiologia y Culturas
Magister de la Universidad de Buenos Aires en Antropología Social,Sociales,Anestesiologia y Culturas
Magister en Antropología,Sociales,Anestesiologia y Culturas
Magister en Antropología Social,Sociales,Anestesiologia y Culturas
Magister en Antropología Social y Politica,Sociales,Anestesiologia y Culturas
Magister en Cultura Guarani-Jesuitica,Sociales,Anestesiologia y Culturas
Magister en Culturas y Literaturas Comparadas,Sociales,Anestesiologia y Culturas
Magister en Diversidad Cultural,Sociales,Anestesiologia y Culturas
Magister en Estudios Culturales,Sociales,Anestesiologia y Culturas
Tecnicatura en Prevencion de Drogadiccion,Salud,Prevencion
Arqueologo,Sociales,Arqueologia
"Doctor de la Universidad de Buenos Aires, area Arqueologia",Sociales,Arqueologia
Doctor en Arqueologia,Sociales,Arqueologia
Especialista en el Patrimonio Arqueologico de Paisajes Culturales de los Andes Meridionales,Sociales,Arqueologia
Licenciatura en Arqueologia,Sociales,Arqueologia
Licenciatura en Arqueologia - Plan 2014,Sociales,Arqueologia
Licenciatura en Paleontologia,Ciencias Exactas,Paleontologia
Licenciatura en Patrimonio Cultural,Sociales,Administracion y Gestion Cultural
Arquitecto,Arquitectura y Urbanismo,Arquitectura
"Arquitecto Especialista en Preservacion, Conservacion y Reciclaje del Patrimonio Monumental Urbano",Arquitectura y Urbanismo,Arquitectura
Bachiller Universitaria -título intermedio de la carrera de Arquitectura-,Arquitectura y Urbanismo,Arquitectura
Bachiller Universitaria con mencion en Arquitectura,Arquitectura y Urbanismo,Arquitectura
Ciclo Basico de Formacion- Licenciatura en Urbanismo,Arquitectura y Urbanismo,Urbanismo
"Doctor de la Universidad de Buenos Aires, area Arquitectura",Arquitectura y Urbanismo,Arquitectura
"Doctor de la Universidad de Buenos Aires, area Urbanismo",Arquitectura y Urbanismo,Urbanismo
Doctor en Arquitectura,Arquitectura y Urbanismo,Arquitectura
Doctor en Arquitectura y Urbanismo,Arquitectura y Urbanismo,Arquitectura y Urbanismo
Doctor en Estudios Urbano Regionales,Arquitectura y Urbanismo,Urbanismo
Doctor en Estudios Urbanos,Arquitectura y Urbanismo,Urbanismo
Doctor en Ordenamiento Territorial y Desarrollo Sostenible,Arquitectura y Urbanismo,Urbanismo
Especialista en Arquitectura y Habitat Sustentable,Arquitectura y Urbanismo,Arquitectura
Especialista en Diseño Estructural de Obras de Arquitectura,Arquitectura y Urbanismo,Arquitectura
Especialista en Enseñanza Universitaria de la Arquitectura y el Diseño,Arquitectura y Urbanismo,Arquitectura
Especialista en Gerenciamiento y Direccion de Proyectos y Obras,Arquitectura y Urbanismo,Gestion de Obras
Especialista en Gestión del Patrimonio Cultural,Arquitectura y Urbanismo,Gestion de Obras
Especialista en Gestión Integral del Proyecto Arquitectonico y Urbano,Arquitectura y Urbanismo,Gestion de Obras
Especialista en Gestión Local del Habitat Popular,Arquitectura y Urbanismo,Gestion de Obras
Especialista en Historia y Critica de la Arquitectura y del Urbanismo,Arquitectura y Urbanismo,Gestion de Obras
Especialista en Investigacion Proyectual - Orientación Vivienda,Arquitectura y Urbanismo,Arquitectura
Especialista en Municipio y Desarrollo Territorial,Arquitectura y Urbanismo,Urbanismo
Especialista en Pericias y Tasaciones con mencion en Obras de Arquitectura y Urbanismo,Arquitectura y Urbanismo,Arquitectura
Especialista en Planeamiento del Recurso Fisico en Salud.,Salud,Planeamiento
Especialista en Planeamiento Regional,Arquitectura y Urbanismo,Planeamiento
"Especialista en Planificacion Urbana - Regional, Orientación Planificacion Regional Estrategica",Arquitectura y Urbanismo,Planeamiento
"Especialista en Planificacion Urbana - Regional, Orientación Planificacion Urbana Participativa",Arquitectura y Urbanismo,Planeamiento
Especialista en Planificacion Urbana y Regional,Arquitectura y Urbanismo,Planeamiento
Especialista en Planificacion Urbana-Regional,Arquitectura y Urbanismo,Planeamiento
Especialista en Planificacion Urbano-Territorial,Arquitectura y Urbanismo,Planeamiento
"Especialista en Preservacion, Conservacion y Reciclaje de Edificios de Valor Patrimonial",Arquitectura y Urbanismo,Planeamiento
Especialista en Proyecto Urbano,Arquitectura y Urbanismo,Urbanismo
"Especialista en Proyecto, Planificacion y Gestión de Arquitectura para la Educación",Arquitectura y Urbanismo,Planeamiento
Especialista en Proyectos Urbanos,Arquitectura y Urbanismo,Urbanismo
Especialista en Tecnologia Arquitectonica,Arquitectura y Urbanismo,Arquitectura
Especialista en Tecnologias Urbanas Sostenibles,Arquitectura y Urbanismo,Urbanismo
Especialista Principal en Arquitectura Interíor,Arquitectura y Urbanismo,Arquitectura
Licenciatura en Urbanismo,Arquitectura y Urbanismo,Urbanismo
Magister de la Universidad de Buenos Aires en Diseño Arquitectonico Avanzado,Arquitectura y Urbanismo,Planeamiento
Magister de la Universidad de Buenos Aires en Habitat y Pobreza Urbana en America Latina,Arquitectura y Urbanismo,Planeamiento
"Magister de la Universidad de Buenos Aires en Historia y Critica de la Arquitectura, Diseño y del Urbanismo",Arquitectura y Urbanismo,Planeamiento
Magister de la Universidad de Buenos Aires en Investigacion Proyectual Orientación Vivienda,Arquitectura y Urbanismo,Planeamiento
Magister de la Universidad de Buenos Aires en Patrimonio Artistico y Cultura en Sudamerica Colonial,Arquitectura y Urbanismo,Planeamiento
Magister de la Universidad de Buenos Aires en Planificacion Urbana - Regional,Arquitectura y Urbanismo,Planeamiento
"Magister de la Universidad de Buenos Aires en Planificacion Urbana - Regional, Orientación: Planificacion Urbana Participativa",Arquitectura y Urbanismo,Planeamiento
Magister de la Universidad de Buenos Aires en Planificacion Urbana y Regional,Arquitectura y Urbanismo,Planeamiento
Magister en Administración de Ciudades,Arquitectura y Urbanismo,Planeamiento
Magister en Arquitectura,Arquitectura y Urbanismo,Arquitectura
Magister en Arquitectura de Zonas aridas y Sismicas,Arquitectura y Urbanismo,Arquitectura
Magister en Arquitectura y Diseño,Arquitectura y Urbanismo,Arquitectura
Magister en Arquitectura y Habitat Sustentable,Arquitectura y Urbanismo,Arquitectura
Magister en Ciencias del Territorío,Arquitectura y Urbanismo,Planeamiento
Magister en Conservacion y Rehabilitacion del Patrimonio Arquitectonico,Arquitectura y Urbanismo,Planeamiento
"Magister en Conservacion, Restauracion e Intervencion  del Patrimonio Arquitectonico y Urbano",Arquitectura y Urbanismo,Planeamiento
Magister en Desarrollo Territorial,Arquitectura y Urbanismo,Planeamiento
Magister en Desarrollo y Gestión Territorial,Arquitectura y Urbanismo,Planeamiento
Magister en Desarrollo y Gestión Territorial con mencion en Gestión del Desarrollo Local  y Municipal,Arquitectura y Urbanismo,Planeamiento
Magister en Desarrollo y Gestión Territorial. Mencion en Gestión del Desarrollo Local. Mencion en Gestión Municipal,Arquitectura y Urbanismo,Planeamiento
Magister en Diseño Arquitectonico y Urbano,Arquitectura y Urbanismo,Planeamiento
Magister en Estudios Urbanos,Arquitectura y Urbanismo,Planeamiento
Magister en Gestión del Patrimonio Arquitectonico y Urbano,Arquitectura y Urbanismo,Planeamiento
Magister en Gestión e Intervencion del Patrimonio Arquitectonico y Urbano,Arquitectura y Urbanismo,Planeamiento
"Magister en Gestión Urbana, Municipal y Comunal",Arquitectura y Urbanismo,Planeamiento
Magister en Gestión y Desarrollo de la Vivienda Social,Arquitectura y Urbanismo,Planeamiento
Magister en Habitat y Vivienda,Arquitectura y Urbanismo,Planeamiento
Magister en Historia de la Arquitectura y Urbanismo Latinoamericanos,Arquitectura y Urbanismo,Planeamiento
Magister en Historia y Cultura de la Arquitectura y la Ciudad,Arquitectura y Urbanismo,Planeamiento
Magister en Intervencion del Patrimonio Arquitectonico y Urbano,Arquitectura y Urbanismo,Planeamiento
Magister en Morfologia del Habitat: Conformacion del Entorno Humano,Arquitectura y Urbanismo,Planeamiento
Magister en Morfologia en Arquitectura,Arquitectura y Urbanismo,Planeamiento
Magister en Ordenamiento Territorial,Arquitectura y Urbanismo,Planeamiento
"Magister en Patrimonio Cultural Material, Administración, Conservacion y Legislacion",Arquitectura y Urbanismo,Planeamiento
Magister en Proyecto Arquitectonico y Urbano,Arquitectura y Urbanismo,Planeamiento
Magister en Urbanismo,Arquitectura y Urbanismo,Urbanismo
Profesor en Arquitectura,Arquitectura y Urbanismo,Arquitectura
